%
% Comments go after a '%' sign.
%
%
% Relation: Exoplanets Candidates Kepler
%
%
% Attributes: 39     Instances: 956
%
%

@relation Exoplanets Candidates Kepler

@attribute 'DispositionScore' numeric
@attribute 'OrbitalPeriod[days' numeric
@attribute 'OrbitalPeriodUpperUnc.[days' numeric
@attribute 'OrbitalPeriodLowerUnc.[days' numeric
@attribute 'TransitEpoch[BKJD' numeric
@attribute 'TransitEpochUpperUnc.[BKJD' numeric
@attribute 'TransitEpochLowerUnc.[BKJD' numeric
@attribute 'ImpactParamete' numeric
@attribute 'ImpactParameterUpperUnc' numeric
@attribute 'ImpactParameterLowerUnc' numeric
@attribute 'TransitDuration[hrs' numeric
@attribute 'TransitDurationUpperUnc.[hrs' numeric
@attribute 'TransitDurationLowerUnc.[hrs' numeric
@attribute 'TransitDepth[ppm' numeric
@attribute 'TransitDepthUpperUnc.[ppm' numeric
@attribute 'TransitDepthLowerUnc.[ppm' numeric
@attribute 'PlanetaryRadius[Earthradii' numeric
@attribute 'PlanetaryRadiusUpperUnc.[Earthradii' numeric
@attribute 'PlanetaryRadiusLowerUnc.[Earthradii' numeric
@attribute 'EquilibriumTemperature[K' numeric
@attribute 'InsolationFlux[Earthflux' numeric
@attribute 'InsolationFluxUpperUnc.[Earthflux' numeric
@attribute 'InsolationFluxLowerUnc.[Earthflux' numeric
@attribute 'TransitSignal-to-Nois' numeric
@attribute 'TCEPlanetNumbe' numeric
@attribute 'StellarEffectiveTemperature[K' numeric
@attribute 'StellarEffectiveTemperatureUpperUnc.[K' numeric
@attribute 'StellarEffectiveTemperatureLowerUnc.[K' numeric
@attribute 'StellarSurfaceGravity[log10(cm/s**2)' numeric
@attribute 'StellarSurfaceGravityUpperUnc.[log10(cm/s**2)' numeric
@attribute 'StellarSurfaceGravityLowerUnc.[log10(cm/s**2)' numeric
@attribute 'StellarRadius[Solarradii' numeric
@attribute 'StellarRadiusUpperUnc.[Solarradii' numeric
@attribute 'StellarRadiusLowerUnc.[Solarradii' numeric
@attribute 'RA[decimaldegrees' numeric
@attribute 'Dec[decimaldegrees' numeric
@attribute 'Kepler-band[mag]' numeric
@attribute 'ExoplanetCandidate' numeric
@attribute 'ExoplanetConfirmed' numeric

@data
0.0,0.734548624,5.68e-06,-5.68e-06,132.16826,0.00906,-0.00906,0.747,0.013,-0.548,2.207,0.166,-0.166,58.6,3.0,-3.0,0.84,0.26,-0.09,2082.0,4454.22,4156.44,-1315.92,25.1,1.0,6046.0,169.0,-190.0,4.478,0.054,-0.216,1.007,0.318,-0.106,280.90179,47.526241,13.594,0,0
0.0,1.33251948,2.02e-05,-2.02e-05,132.0885,0.015,-0.015,0.402,0.096,-0.375,3.733,0.274,-0.274,234.0,16.0,-16.0,1.64,0.48,-0.26,1751.0,2218.21,1966.7,-848.59,17.7,1.0,5926.0,184.0,-205.0,4.381,0.108,-0.201,1.058,0.309,-0.166,294.54642,46.50787,16.334,0,0
0.019,3.026764871,2.63e-07,-2.63e-07,133.3279059,6.94e-05,-6.94e-05,0.198,0.066,-0.017,4.32532,0.00322,-0.00322,66700.0,53.8,-53.8,26.36,7.81,-2.79,1360.0,810.38,685.56,-243.47,1561.2,1.0,6283.0,150.0,-206.0,4.459,0.052,-0.208,1.01,0.299,-0.107,294.33139,42.093979,14.044,0,0
0.0,2.136834989,3.52e-07,-3.52e-07,133.617975,0.000136,-0.000136,0.559,0.01,-0.008,4.34882,0.00752,-0.00752,346000.0,605.0,-605.0,66.59,18.4,-9.9,1415.0,948.25,772.89,-332.51,644.7,1.0,5753.0,156.0,-156.0,4.42,0.101,-0.188,0.989,0.274,-0.147,289.33817,46.152828,14.902,0,0
1.0,17.42393582,9.28e-05,-9.28e-05,148.82614,0.00515,-0.00515,0.927,0.002,-0.669,4.929,0.144,-0.144,771.0,24.9,-24.9,3.29,1.04,-0.41,722.0,64.13,61.52,-22.23,33.2,1.0,6018.0,189.0,-231.0,4.46,0.07,-0.21,0.969,0.306,-0.122,294.32635,47.217609,15.601,1,2
0,2.51989935,3.31e-05,-3.31e-05,133.7109,0.00752,-0.00752,0.4448,0.0313,-0.4448,1.55,0.458,-0.458,147.0,35.0,-35.0,1.04,0.44,-0.09,1217.0,519.13,660.61,-122.3,7.7,1.0,5646.0,167.0,-143.0,4.549,0.031,-0.031,0.841,0.355,-0.067,282.80841,42.486778,15.604,0,0
0.0,0.93374635,1.44e-05,-1.44e-05,131.5163,0.0147,-0.0147,0.096,0.394,-0.096,3.074,0.692,-0.692,34.3,7.2,-7.2,0.63,0.18,-0.11,1895.0,3029.67,2555.63,-1191.78,7.3,1.0,5593.0,166.0,-166.0,4.349,0.144,-0.192,1.094,0.307,-0.189,292.12784,47.614342,14.901,0,0
0.0,2.17814513,1.32e-05,-1.32e-05,132.02979,0.00584,-0.00584,0.78,0.175,-0.537,2.321,0.178,-0.178,136.0,11.9,-11.9,1.22,0.37,-0.13,1428.0,981.63,881.06,-288.97,13.8,3.0,6053.0,162.0,-198.0,4.494,0.052,-0.208,0.949,0.291,-0.097,287.96375,46.306911,15.395,0,0
0.999,6.8873113,8.94e-05,-8.94e-05,132.0711,0.0109,-0.0109,0.489,0.003,-0.46,2.214,0.282,-0.282,85.3,12.1,-12.1,0.72,0.05,-0.04,788.0,90.91,21.91,-15.66,8.1,3.0,5208.0,103.0,-103.0,4.563,0.036,-0.052,0.772,0.055,-0.041,299.89651,46.051971,12.957,1,1
0,55.00402906,0,0,134.2268671,0,0,0,0,0,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,294.4754,39.00388,13.335,0,0
0.988,5.67577999,5.45e-05,-5.45e-05,134.91027,0.00854,-0.00854,0.91,0.059,-0.639,3.554,0.209,-0.209,51.2,5.3,-5.3,1.22,0.39,-0.24,1357.0,802.11,733.27,-354.6,11.2,1.0,6681.0,161.0,-241.0,4.233,0.124,-0.186,1.438,0.459,-0.282,288.56729,41.09013,13.802,1,1
1.0,0.689210173,4.5e-07,-4.5e-07,133.28584,0.00052,-0.00052,0.154,0.271,-0.154,1.6169,0.0179,-0.0179,195.0,2.4,-2.4,1.32,0.19,-0.06,1943.0,3362.71,1364.69,-528.86,93.4,1.0,5630.0,100.0,-122.0,4.505,0.023,-0.128,0.954,0.138,-0.039,281.55118,47.469959,13.248,1,1
1.0,0.53835407,6.75e-07,-6.75e-07,131.64999,0.00101,-0.00101,0.334,0.116,-0.334,1.5045,0.0326,-0.0326,190.0,4.8,-4.8,1.67,0.24,-0.33,2386.0,7609.22,2977.95,-2913.75,46.6,1.0,5539.0,83.0,-74.0,4.244,0.174,-0.101,1.207,0.175,-0.233,297.9382,46.881401,14.498,1,2
1.0,16.56062577,4.47e-05,-4.47e-05,133.49703,0.0024,-0.0024,0.96,0.049,-0.698,2.611,0.121,-0.121,701.0,25.4,-25.4,2.94,0.68,-0.46,701.0,57.28,40.9,-21.13,30.8,1.0,5818.0,175.0,-175.0,4.436,0.165,-0.181,0.855,0.2,-0.133,285.24667,45.950191,15.198,1,2
0.979,28.655498,0.00106,-0.00106,157.1618,0.0331,-0.0331,0.079,0.367,-0.079,8.58,1.2,-1.2,174.0,22.0,-22.0,1.45,0.44,-0.17,658.0,44.37,39.87,-15.08,10.1,1.0,6268.0,174.0,-239.0,4.429,0.052,-0.208,1.1,0.335,-0.134,288.73029,42.334011,15.426,1,1
1.0,3.722158895,3.79e-06,-3.79e-06,171.560055,0.000814,-0.000814,0.644,0.232,-0.435,1.9941,0.0311,-0.0311,757.0,12.8,-12.8,2.33,0.53,-0.21,1046.0,283.28,190.36,-73.34,70.3,1.0,5617.0,152.0,-152.0,4.574,0.038,-0.152,0.806,0.182,-0.073,291.35464,45.747898,14.911,1,2
0.0,209.0629928,1.55e-05,-1.55e-05,300.828345,5.1e-05,-5.1e-05,0.823,0.059,-0.228,10.0389,0.00855,-0.00855,251000.0,536.0,-536.0,72.26,22.6,-9.67,329.0,2.77,2.54,-0.95,3295.6,1.0,6130.0,164.0,-200.0,4.42,0.072,-0.203,1.024,0.32,-0.137,296.0347,44.56221,14.174,0,0
0.139,1.048130894,0,0,132.3528023,0,0,0.216,0,0,5.6707,0,0,192.0,0,0,4.52,0.42,-2.35,3871.0,52952.95,18406.17,-42641.33,5.2,1.0,7673.0,239.0,-319.0,3.679,0.493,-0.058,3.214,0.295,-1.67,290.96094,40.896198,11.86,1,1
0.907,295.958914,0.00198,-0.00198,138.92548,0.00474,-0.00474,0.024,0.433,-0.024,4.244,0.19,-0.19,464.0,30.5,-30.5,2.1,0.27,-0.26,265.0,1.17,0.44,-0.34,17.5,1.0,5505.0,109.0,-98.0,4.386,0.126,-0.094,0.992,0.125,-0.125,298.13864,44.744061,13.344,1,1
0.0,7.1403113,0.000187,-0.000187,137.9994,0.0212,-0.0212,0.786,0.203,-0.557,5.891,0.499,-0.499,112.0,11.7,-11.7,1.18,0.35,-0.12,1036.0,272.78,234.3,-83.46,11.8,1.0,6354.0,170.0,-226.0,4.454,0.052,-0.195,1.016,0.298,-0.106,300.78387,43.962059,14.738,0,0
0.994,6.790120801,1.91e-06,-1.91e-06,138.088199,0.000231,-0.000231,0.486,0.051,-0.095,6.0437,0.0285,-0.0285,2300.0,5.7,-5.7,9.86,0.72,-0.36,1434.0,998.97,206.95,-122.3,526.1,1.0,6372.0,76.0,-89.0,3.954,0.02,-0.02,2.001,0.146,-0.073,287.70883,47.33305,12.128,1,2
0.0,8.344104633,6.02e-06,-6.02e-06,361.839209,0.000492,-0.000492,10.047,49.43,-1.794,1.8014,0.0277,-0.0277,9700.0,130.0,-130.0,836.31,199.0,-79.8,785.0,89.55,66.52,-25.45,89.7,1.0,5447.0,179.0,-179.0,4.559,0.038,-0.162,0.838,0.199,-0.08,298.76062,48.600182,15.734,0,0
0,176.845697,0.00275,-0.00275,197.27794,0.00863,-0.00863,1.4653,0.1179,-0.5462,3.812,0.923,-0.923,432.0,87.1,-87.1,42.05,18.7,-3.9,291.0,1.69,2.38,-0.46,7.7,0,5592.0,205.0,-169.0,4.541,0.051,-0.272,0.797,0.355,-0.074,294.39749,44.124199,14.182,1,1
0.0,3.886730304,9.63e-06,-9.63e-06,135.0201,0.00273,-0.00273,0.0,0.032,0.0,16.1723,0.0736,-0.0736,372000.0,1730.0,-1730.0,61.58,0.0,0.0,1158.0,424.65,0.0,0.0,280.6,1.0,5780.0,0,0,4.438,0,0,1.0,0,0,294.34079,39.563118,16.81,0,0
0.982,22.2903562,0.000237,-0.000237,152.37929,0.00818,-0.00818,0.028,0.423,-0.028,1.623,0.287,-0.287,130.0,19.8,-19.8,1.13,0.16,-0.1,632.0,37.67,14.05,-7.79,8.1,1.0,5597.0,75.0,-84.0,4.418,0.085,-0.114,1.0,0.141,-0.082,286.52942,42.167511,13.993,1,1
0.996,3.78861833,2.29e-05,-2.29e-05,134.61419,0.00497,-0.00497,0.183,0.265,-0.183,2.808,0.185,-0.185,143.0,9.7,-9.7,1.23,0.18,-0.14,1158.0,424.17,160.77,-111.15,18.2,1.0,5560.0,75.0,-75.0,4.379,0.11,-0.099,1.04,0.149,-0.122,298.42633,47.946781,14.285,1,2
0.956,2.90512019,1.54e-05,-1.54e-05,132.56693,0.00482,-0.00482,0.417,0.033,-0.417,2.293,0.128,-0.128,61.2,5.0,-5.0,0.57,0.07,-0.06,1075.0,314.96,124.36,-86.74,13.2,4.0,5374.0,160.0,-144.0,4.555,0.088,-0.064,0.721,0.082,-0.073,288.83136,47.551991,13.851,1,1
0.999,18.59611518,4.87e-05,-4.87e-05,141.26331,0.00209,-0.00209,0.014,0.387,-0.014,2.3052,0.0599,-0.0599,814.0,31.5,-31.5,1.53,0.08,-0.12,371.0,4.48,0.92,-0.98,27.6,4.0,3834.0,77.0,-84.0,4.708,0.045,-0.021,0.539,0.03,-0.041,292.29459,40.591789,15.264,1,2
0.998,21.1033014,7.29e-05,-7.29e-05,144.66035,0.00283,-0.00283,0.125,0.339,-0.125,2.059,0.0919,-0.0919,193.0,10.9,-10.9,1.56,0.27,-0.14,718.0,62.99,30.11,-15.64,21.3,1.0,6000.0,108.0,-133.0,4.363,0.08,-0.12,1.126,0.195,-0.105,283.75482,45.335178,13.355,1,1
0,302.77571,0.00866,-0.00866,323.5739,0.0207,-0.0207,0.1265,0.3335,-0.1262,3.183,0.962,-0.962,1110.0,237.0,-237.0,1.0,0.33,-0.17,106.0,0.03,0.03,-0.01,7.1,1.0,3358.0,79.0,-72.0,4.944,0.06,-0.14,0.303,0.1,-0.05,296.2525,49.886559,15.755,1,1
0,15.08186,0.000326,-0.000326,141.7289,0.0192,-0.0192,0.7171,0.2547,-0.4897,4.004,0.621,-0.621,81.6,17.5,-17.5,0.98,0.35,-0.15,758.0,78.11,83.47,-27.42,7.1,1.0,5794.0,163.0,-156.0,4.377,0.126,-0.126,1.012,0.365,-0.151,297.83545,42.11039,14.45,1,1
0.783,77.086191,0.00135,-0.00135,202.7483,0.0157,-0.0157,1.227,69.9,-2.409,4.77,0.473,-0.473,943.0,86.9,-86.9,29.77,8.88,-3.8,464.0,11.0,9.99,-3.95,12.9,3.0,6228.0,196.0,-261.0,4.441,0.065,-0.195,1.049,0.313,-0.134,293.29364,42.19635,15.886,1,2
0.573,353.01861,0.0111,-0.0111,350.0863,0.0219,-0.0219,0.064,0.359,-0.064,15.583,0.481,-0.481,375.0,27.7,-27.7,2.25,0.76,-0.25,301.0,1.93,1.84,-0.58,14.9,2.0,6450.0,144.0,-192.0,4.386,0.067,-0.216,1.155,0.389,-0.13,284.19217,44.762112,13.971,1,1
0.141,244.547128,0.00569,-0.00569,133.3618,0.0203,-0.0203,0.003,0.454,-0.003,3.59,0.613,-0.613,587.0,111.0,-111.0,1.74,0.2,-0.14,228.0,0.64,0.26,-0.15,6.4,1.0,5094.0,153.0,-138.0,4.612,0.035,-0.075,0.736,0.088,-0.059,287.89438,45.606468,15.492,0,0
0.003,1.838514245,3.88e-07,-3.88e-07,132.101259,0.000178,-0.000178,0.947,0.134,-0.095,3.2601,0.0103,-0.0103,119000.0,280.0,-280.0,57.6,17.0,-12.7,1572.0,1447.16,1252.57,-659.98,470.0,1.0,5799.0,157.0,-157.0,4.326,0.19,-0.19,1.055,0.311,-0.233,292.89972,37.659309,13.925,0,0
0.0,22.57197263,2.52e-06,-2.52e-06,145.0344991,9.23e-05,-9.23e-05,1.056,0.084,-0.066,4.00349,0.00525,-0.00525,79300.0,70.5,-70.5,46.14,10.8,-7.2,617.0,34.24,25.14,-12.65,1040.1,1.0,5645.0,186.0,-169.0,4.431,0.149,-0.182,0.871,0.204,-0.136,291.59738,44.398521,15.45,0,0
0,119.079642,0.00317,-0.00317,134.0349,0.0264,-0.0264,0.2275,0.2406,-0.2274,16.268,0.72,-0.72,423.0,29.0,-29.0,17.89,0.74,-5.04,795.0,94.61,16.1,-51.87,18.0,1.0,4849.0,92.0,-159.0,2.942,0.031,-0.029,8.984,0.376,-2.529,286.92426,43.82943,13.468,1,1
0,371.63327,0.022,-0.022,296.9495,0.0244,-0.0244,0.8185,0.1421,-0.5779,14.92,1.1,-1.1,107.0,10.1,-10.1,1.83,0.11,-0.08,316.0,2.36,0.39,-0.29,15.2,0,5802.0,60.0,-60.0,4.073,0.012,-0.012,1.59,0.09,-0.07,286.39584,43.075821,11.443,0,0
0,578.21805,0.0162,-0.0162,273.3259,0.0223,-0.0223,0.3937,0.0494,-0.3937,4.18,0.786,-0.786,637.0,134.0,-134.0,2.44,0.71,-0.23,223.0,0.59,0.5,-0.16,5.3,1.0,6089.0,150.0,-193.0,4.495,0.045,-0.227,0.95,0.279,-0.089,296.76855,43.862,15.584,1,1
0,149.526152,0.00229,-0.00229,196.8608,0.0126,-0.0126,0.4364,0.0323,-0.4363,3.033,0.41,-0.41,753.0,133.0,-133.0,1.69,0.09,-0.2,202.0,0.39,0.11,-0.13,7.6,1.0,3978.0,134.0,-157.0,4.642,0.067,-0.023,0.628,0.033,-0.074,291.36411,40.626881,15.345,0,0
1.0,11.72291212,2.57e-05,-2.57e-05,177.3196,0.00165,-0.00165,0.012,0.43,-0.012,4.2064,0.0526,-0.0526,492.0,9.6,-9.6,2.08,0.26,-0.21,766.0,81.46,30.24,-20.94,58.8,1.0,5550.0,110.0,-110.0,4.431,0.095,-0.095,0.953,0.12,-0.098,290.52942,38.942661,14.112,1,2
1.0,28.5057217,0.000284,-0.000284,132.92075,0.00803,-0.00803,0.695,0.03,-0.506,6.324,0.227,-0.227,756.0,40.5,-40.5,2.55,0.75,-0.26,555.0,22.43,20.02,-6.28,20.8,1.0,5712.0,169.0,-169.0,4.534,0.048,-0.192,0.87,0.259,-0.086,292.23242,38.89222,15.778,1,2
0.999,36.06588163,8.31e-05,-8.31e-05,198.58423,0.00172,-0.00172,0.26,0.145,-0.26,4.3246,0.0634,-0.0634,1560.0,32.1,-32.1,2.64,0.19,-0.26,397.0,5.88,1.64,-1.64,51.7,2.0,4702.0,128.0,-142.0,4.592,0.058,-0.027,0.686,0.049,-0.067,292.91312,41.060921,15.389,1,2
1.0,14.37457572,3.31e-05,-3.31e-05,138.20189,0.00192,-0.00192,0.035,0.384,-0.035,4.7892,0.057,-0.057,336.0,6.6,-6.6,1.94,0.29,-0.24,779.0,87.24,37.61,-25.3,55.2,1.0,5768.0,115.0,-115.0,4.358,0.121,-0.11,1.067,0.16,-0.131,293.37225,44.785141,13.749,1,2
0.001,0.652956712,1.45e-06,-1.45e-06,131.52361,0.00201,-0.00201,0.26,0.237,-0.26,0.627,0.129,-0.129,50.0,5.0,-5.0,0.76,0.13,-0.05,2146.0,4984.96,2031.15,-902.27,12.7,1.0,5812.0,70.0,-87.0,4.419,0.059,-0.119,1.055,0.167,-0.071,298.78268,44.57465,13.506,0,0
0.0,0.566792595,9.9e-06,-9.9e-06,131.817,0.0146,-0.0146,0.068,0.418,-0.068,2.637,0.513,-0.513,19.9,2.7,-2.7,0.5,0.1,-0.08,2548.0,10020.28,6008.08,-3812.1,9.4,1.0,6277.0,170.0,-189.0,4.322,0.135,-0.135,1.121,0.223,-0.183,291.24664,42.562382,12.982,0,0
0.0,0.93479255,1.82e-06,-1.82e-06,131.88578,0.00158,-0.00158,1.2,0.235,-0.109,4.5838,0.0931,-0.0931,248.0,3.9,-3.9,24.75,6.58,-5.38,2040.0,4108.03,3294.06,-1878.69,78.3,2.0,6018.0,179.0,-179.0,4.33,0.18,-0.18,1.053,0.28,-0.229,295.18976,42.523319,14.198,0,0
0.0,5.682410334,4.3e-07,-4.3e-07,133.6376552,5.99e-05,-5.99e-05,0.761,0.007,-0.005,5.33373,0.00286,-0.00286,220000.0,89.6,-89.6,72.9,19.9,-14.5,1141.0,401.43,322.14,-173.27,2041.6,1.0,5897.0,158.0,-176.0,4.278,0.185,-0.185,1.196,0.327,-0.238,298.75854,47.69558,14.3,0,0
1.0,16.57099265,4.02e-05,-4.02e-05,133.90704,0.00196,-0.00196,0.55,0.338,-0.348,2.9052,0.0575,-0.0575,645.0,16.9,-16.9,2.03,0.43,-0.15,614.0,33.53,21.82,-7.88,40.9,1.0,5483.0,166.0,-149.0,4.589,0.034,-0.136,0.779,0.164,-0.059,285.12204,44.1106,14.64,1,2
0.935,8.1134681,0.000163,-0.000163,132.8253,0.0184,-0.0184,0.454,0.519,-0.251,4.961,0.818,-0.818,40.5,5.8,-5.8,0.92,0.13,-0.2,1127.0,381.27,161.95,-162.8,10.5,2.0,6011.0,108.0,-132.0,4.123,0.195,-0.105,1.409,0.214,-0.294,291.19507,40.702702,13.55,1,1
0.0,12.01166109,7.38e-07,-7.38e-07,176.6358115,4.75e-05,-4.75e-05,1.024,0.017,-0.014,3.77516,0.00475,-0.00475,14300.0,11.0,-11.0,55.2,14.0,-19.3,1317.0,710.87,534.94,-456.49,1898.4,1.0,6753.0,185.0,-278.0,3.91,0.306,-0.165,2.396,0.609,-0.837,289.19144,40.263184,13.252,0,0
0.0,1.873380717,5.21e-07,-5.21e-07,131.795634,0.000292,-0.000292,0.27,0.003,-0.007,10.1083,0.0113,-0.0113,539000.0,750.0,-750.0,89.79,25.0,-20.5,1669.0,1830.27,1556.55,-884.55,1513.7,1.0,5992.0,189.0,-210.0,4.283,0.19,-0.19,1.171,0.326,-0.267,290.47421,38.427368,14.807,0,0
0.56,19.2405821,0.000794,-0.000794,138.7454,0.03,-0.03,0.258,0.212,-0.258,4.99,0.58,-0.58,207.0,26.8,-26.8,1.19,0.06,-0.09,565.0,24.17,4.0,-4.81,9.0,1.0,5031.0,83.0,-75.0,4.485,0.08,-0.025,0.848,0.038,-0.066,300.90247,44.61261,15.099,1,1
0.985,14.12847677,6.65e-05,-6.65e-05,142.8971,0.0035,-0.0035,0.811,0.116,-0.571,3.685,0.119,-0.119,629.0,29.2,-29.2,2.73,0.44,-0.15,739.0,70.5,29.97,-11.14,23.0,2.0,5779.0,78.0,-86.0,4.477,0.032,-0.128,0.974,0.158,-0.053,293.56815,39.03632,15.368,1,2
1.0,0.858546796,2.58e-06,-2.58e-06,132.14429,0.00262,-0.00262,0.241,0.245,-0.241,1.1,0.191,-0.191,106.0,15.0,-15.0,0.88,0.15,-0.1,1671.0,1846.35,1053.79,-587.44,12.2,1.0,5269.0,184.0,-184.0,4.491,0.08,-0.12,0.864,0.147,-0.098,286.14804,43.369202,15.247,1,1
0.985,154.674369,0.0046,-0.0046,177.3621,0.0267,-0.0267,0.777,0.015,-0.557,9.35,0.641,-0.641,436.0,37.2,-37.2,2.29,0.71,-0.26,371.0,4.47,4.09,-1.45,13.5,1.0,6338.0,176.0,-242.0,4.449,0.07,-0.21,1.002,0.311,-0.111,288.63861,42.857288,15.015,1,1
0.0,1.525924746,9.97e-06,-9.97e-06,132.69258,0.00613,-0.00613,0.208,0.238,-0.208,1.955,0.194,-0.194,74.1,7.5,-7.5,8.86,0.51,-2.86,3786.0,48691.77,8384.28,-28645.43,11.9,1.0,5000.0,60.0,-130.0,2.81,0.03,-0.03,10.533,0.602,-3.409,295.31638,40.18652,12.705,0,0
0.0,0.559517155,1.38e-06,-1.38e-06,132.07411,0.00247,-0.00247,0.328,0.146,-0.328,0.596,0.108,-0.108,57.9,6.0,-6.0,1.04,0.31,-0.18,2762.0,13839.66,11945.03,-5621.3,12.7,1.0,6462.0,155.0,-214.0,4.266,0.128,-0.192,1.309,0.395,-0.23,298.27521,39.850971,13.741,0,0
1.0,394.6249514,0.000817,-0.000817,177.84534,0.00154,-0.00154,0.336,0.092,-0.229,24.108,0.107,-0.107,2010.0,10.1,-10.1,7.79,1.27,-1.9,325.0,2.65,1.2,-1.26,234.6,1.0,5910.0,107.0,-119.0,4.03,0.196,-0.084,1.727,0.281,-0.422,290.85178,48.521339,12.849,1,2
0.0,3.18740907,8.97e-05,-8.97e-05,132.8032,0.0207,-0.0207,0.144,0.332,-0.144,6.19,0.674,-0.674,138.0,17.7,-17.7,0.81,0.07,-0.07,919.0,168.43,55.76,-44.24,9.2,3.0,4808.0,146.0,-146.0,4.589,0.045,-0.041,0.715,0.062,-0.062,290.20361,37.774342,16.153,0,0
0.0,52.884577,0.00174,-0.00174,147.01058,0.00373,-0.00373,1.272,6.657,-0.09,7.892,0.126,-0.126,12000.0,188.0,-188.0,48.13,14.9,-5.94,555.0,22.44,19.82,-7.54,72.6,1.0,6483.0,155.0,-233.0,4.42,0.067,-0.202,1.078,0.333,-0.133,290.40158,37.942009,15.694,0,0
0.0,9.459993213,4.48e-07,-4.48e-07,138.3433458,3.86e-05,-3.86e-05,0.743,0.011,-0.027,5.3012,0.00195,-0.00195,238000.0,38.5,-38.5,51.89,11.8,-4.69,766.0,81.31,54.69,-20.96,3164.4,1.0,5569.0,149.0,-149.0,4.566,0.038,-0.152,0.829,0.188,-0.075,288.69742,41.059231,12.989,0,0
0.001,10.26231992,7.43e-05,-7.43e-05,133.20719,0.00582,-0.00582,0.945,0.004,-0.674,3.568,0.157,-0.157,814.0,53.1,-53.1,1.98,0.18,-0.2,509.0,15.89,5.78,-4.93,17.3,1.0,4316.0,150.0,-165.0,4.709,0.06,-0.035,0.54,0.049,-0.055,298.46799,40.516678,13.259,0,0
0.992,2.685054445,4.51e-06,-4.51e-06,132.60443,0.00138,-0.00138,0.762,0.188,-0.519,1.0473,0.0482,-0.0482,253.0,11.0,-11.0,1.46,0.26,-0.18,1137.0,395.08,225.07,-121.21,28.9,1.0,5266.0,158.0,-142.0,4.484,0.112,-0.182,0.829,0.15,-0.1,284.09763,47.810638,14.077,1,2
0,419.93373,0.0405,-0.0405,391.9313,0.0289,-0.0289,0.4097,0.0296,-0.4095,10.29,1.1,-1.1,285.0,32.8,-32.8,1.82,0.72,-0.17,285.0,1.57,1.74,-0.44,12.0,1.0,6686.0,149.0,-203.0,4.425,0.053,-0.273,1.053,0.412,-0.1,289.4024,51.441738,12.71,1,1
0.977,7.00447892,6.26e-05,-6.26e-05,137.89902,0.00635,-0.00635,0.139,0.319,-0.139,2.669,0.194,-0.194,231.0,26.4,-26.4,1.19,0.04,-0.08,754.0,76.26,10.65,-14.63,9.9,2.0,4883.0,77.0,-87.0,4.515,0.064,-0.02,0.808,0.028,-0.055,286.74188,43.190102,15.887,1,1
0.0,1.21607873,3.89e-05,-3.89e-05,132.4476,0.0181,-0.0181,0.991,0.011,-0.764,4.686,0.417,-0.417,29.4,4.6,-4.6,1.92,0.36,-1.02,2803.0,14545.24,8738.42,-11777.81,11.2,1.0,6234.0,194.0,-213.0,3.741,0.612,-0.108,2.5,0.475,-1.331,298.64252,40.838909,13.333,0,0
0.0,12.4244306,0.000856,-0.000856,141.647,0.0746,-0.0746,0.98,0.002,-0.685,26.15,1.0,-1.0,214.0,13.9,-13.9,1.59,0.42,-0.13,714.0,61.31,49.37,-16.52,15.5,1.0,5761.0,190.0,-190.0,4.581,0.042,-0.168,0.791,0.205,-0.068,297.63263,40.709129,15.899,0,0
0.974,0.696125302,3.15e-07,-3.15e-07,354.767068,0.000318,-0.000318,1.219,0.196,-0.081,2.0054,0.0245,-0.0245,15000.0,114.0,-114.0,28.44,3.25,-2.66,1645.0,1739.43,770.69,-498.3,177.2,1.0,5245.0,201.0,-182.0,4.594,0.077,-0.056,0.674,0.077,-0.063,293.539,44.494919,15.464,0,0
0,294.055263,0.0075,-0.0075,421.853,0.0149,-0.0149,0.0617,0.3971,-0.0617,14.32,0.377,-0.377,770.0,39.7,-39.7,2.8,1.29,-0.26,288.0,1.64,2.21,-0.47,21.1,2.0,6108.0,152.0,-200.0,4.453,0.049,-0.308,1.011,0.465,-0.095,286.24982,48.06094,14.827,1,1
0.0,2.21396685,2.43e-05,-2.43e-05,132.56407,0.00841,-0.00841,0.017,0.453,-0.017,4.374,0.263,-0.263,81.6,5.2,-5.2,0.84,0.24,-0.1,1418.0,952.61,799.33,-303.09,19.1,1.0,5986.0,161.0,-179.0,4.461,0.081,-0.189,0.93,0.266,-0.114,284.29959,42.604321,14.461,0,0
0.0,25.9554044,0.000591,-0.000591,148.7989,0.0214,-0.0214,0.952,0.003,-0.659,8.491,0.534,-0.534,123.0,12.5,-12.5,1.46,0.45,-0.2,656.0,43.9,40.95,-14.71,11.6,1.0,6058.0,180.0,-180.0,4.408,0.087,-0.203,1.038,0.323,-0.139,293.72696,39.0368,14.145,0,0
0,5.5834987,8.63e-05,-8.63e-05,132.562,0.0157,-0.0157,0.7862,0.0558,-0.5465,2.484,0.298,-0.298,87.4,9.9,-9.9,1.41,0.84,-0.28,1317.0,711.41,1289.09,-317.31,11.8,1.0,6517.0,170.0,-231.0,4.241,0.139,-0.326,1.375,0.815,-0.275,299.81876,43.825741,13.663,0,0
